Store Name,Ownership Type,City,Country,Longitude,Latitude
Regale City Medan,Licensed,Medan,ID,98.4,3.36
Medan Center Point,Licensed,Medan,ID,98.39,3.39
Palembang Icon,Licensed,Palembang,ID,104.74,-2.98
Pekanbaru Airport,Licensed,Pekanbaru,ID,98.93,1.98
SKA Pekanbaru,Licensed,Pekanbaru,ID,101.45,0.51
Trans Mall,Licensed,Makassar,ID,106.85,-6.13
Mal Ratu Indah,Licensed,Makassar,ID,106.83,-6.19
Sultan Hasanuddin Intl Airport,Licensed,Makassar,ID,106.8,-6.24
Palembang Indah Mal,Licensed,Palembang,ID,104.76,-2.98
Palembang Airport,Licensed,Palembang,ID,107,-6.22
Cambridge City Square- Ground Floor,Licensed,Medan,ID,98.67,3.58
Hermes Plaza,Licensed,Medan,ID,106.81,-6.24
Kuala Namu Departure Terminal,Licensed,Medan,ID,98.68,3.72
Sun Plaza Medan,Licensed,Medan,ID,98.67,3.58
Plaza Ambarukmo,Licensed,Yogyakarta,ID,110.39,-7.78
Castle Street Bray,Licensed,Bray,IE,-6.11,53.21
Mahon Point,Licensed,Cork,IE,-8.4,51.89
Blackpool Cork,Licensed,Cork,IE,-8.47,51.92
Patrick's Street,Licensed,Cork City,IE,-8.47,51.9
Douglas,Licensed,Douglas,IE,-8.44,51.88
Stephens Green,Licensed,Dublin,IE,-6.26,53.34
Leeson Street,Licensed,Dublin,IE,-6.25,53.33
North Earl Street,Licensed,Dublin,IE,-6.26,53.35
Marshes Dundalk,Licensed,Dublin,IE,-6.4,54
Henry Street - Dublin,Licensed,Dublin 2,IE,-6.26,53.35
Galway Station,Licensed,Galway,IE,-9.05,53.27
McDonagh Junction,Licensed,Kilkenny,IE,-7.25,52.66
Thomas Street,Licensed,Limerick,IE,-8.63,52.66
Limerick Train Station,Licensed,Limerick,IE,-8.62,52.66
Lucan Shopping Centre,Licensed,Lucan,IE,-6.45,53.35
Bridgewater,Licensed,Arklow Co Wicklow,IE,-6.15,52.8
Athlone Town Centre,Licensed,Athlone,IE,-7.94,53.42
Cherrywood Ireland,Licensed,Cabinteely Dublin,IE,-6.14,53.24
St. Laurence's,Licensed,Drogheda,IE,-6.35,53.72
Clarehall,Licensed,Dublin,IE,-6.18,53.4
Stillorgan Village,Licensed,Dublin,IE,-6.2,53.29
Blackrock-,Licensed,Dublin,IE,-6.18,53.3
Blanchardstown Leisureplex,Licensed,Dublin,IE,-6.39,53.39
Dun Laoghaire Shopping Centre,Licensed,Dublin,IE,-6.14,53.29
O'Connell Street,Licensed,Dublin,IE,-6.26,53.35
Blanchardstown Shopping Centre,Licensed,Dublin,IE,-6.39,53.39
Talbot Street Kiosk,Licensed,Dublin,IE,-6.26,53.35
Dawson Street,Licensed,Dublin,IE,-6.26,53.34
O'Connell Bridge,Licensed,Dublin,IE,-6.26,53.35
Omni,Licensed,Dublin,IE,-6.25,53.39
College Green,Licensed,Dublin,IE,-6.25,53.33
Shelbourne Road,Licensed,Dublin,IE,-6.23,53.33
Georges Quay,Licensed,Dublin,IE,-6.26,53.35
10-12 Westmoreland Street,Licensed,Dublin,IE,-6.26,53.35
Upper Rathmines Road,Licensed,Dublin,IE,-6.27,53.32
Dundrum Town Centre,Licensed,Dublin,IE,-6.24,53.29
Waterloo Road,Licensed,Dublin,IE,-6.24,53.33
30-34 Westmoreland Street,Licensed,Dublin,IE,-6.26,53.35
Bishop's Square,Licensed,Dublin,IE,-6.27,53.34
Dundrum Millpond,Licensed,Dublin,IE,-6.24,53.29
Ashleaf,Licensed,Dublin,IE,-6.32,53.32
Blanchardstown Odeon,Licensed,Dublin,IE,-6.39,53.39
Starbucks Nutgrove,Licensed,Dublin,IE,-6.27,53.29
East Wall,Licensed,Dublin,IE,-6.23,53.36
Liffey Valley,Licensed,Dublin,IE,-6.39,53.35
Custom House Quay,Licensed,Dublin,IE,-6.25,53.35
Harcourt Street,Licensed,Dublin,IE,-6.26,53.33
Bloomfields,Licensed,Dublin,IE,-6.14,53.29
Drury Street,Licensed,Dublin,IE,-6.26,53.34
Blanchardstown Pavillion,Licensed,Dublin,IE,-6.39,53.39
The Square Tallaght,Licensed,Dublin,IE,-6.25,53.29
Ilac Shopping Centre,Licensed,Dublin,IE,-6.26,53.35
Beacon South Quarter,Licensed,Dublin,IE,-6.22,53.28
Cardiff Lane,Licensed,Dublin,IE,-6.24,53.35
Dun Laoghaire,Licensed,Dublin,IE,-6.13,53.29
Crowne Alley,Licensed,Dublin,IE,-6.26,53.35
Rathmines,Licensed,Dublin,IE,-6.27,53.32
Dublin Airport Airside T1,Licensed,Dublin,IE,-6.24,53.43
Chatham Row,Licensed,Dublin,IE,-6.26,53.34
Sutton Cross,Licensed,Dublin,IE,-6.11,53.39
Airside Smyth's,Licensed,Dublin,IE,-6.23,53.45
Point Village,Licensed,Dublin 1,IE,-6.23,53.35
22-23 Lower Liffey Street,Licensed,Dublin 1,IE,-6.26,53.35
Harbour House,Licensed,Howth,IE,-6.07,53.39
Malahide,Licensed,Malahide,IE,-6.15,53.45
Newbridge,Licensed,Newbridge,IE,-6.8,53.18
Pavilions Swords,Licensed,Swords,IE,-6.22,53.45
George's Court,Licensed,Waterford,IE,-7.11,52.26
Citygate - Cork,Licensed,Cork,IE,-8.41,51.89
Opera Lane,Licensed,Cork,IE,-8.47,51.9
Princes Street,Licensed,Cork,IE,-8.48,51.9
Albert Quay,Licensed,Cork,IE,-8.46,51.9
Castletroy,Licensed,Limerick,IE,-8.55,52.67
Banjara Hills,Joint Venture,Hyderabad,IN,78.45,17.42
Kukatpally,Joint Venture,Hyderabad,IN,78.39,17.48
Madhapur,Joint Venture,Hyderabad,IN,78.39,17.43
Jubilee Hills,Joint Venture,Hyderabad,IN,78.42,17.42
Hi-Tech City,Joint Venture,Hyderabad,IN,78.38,17.45
Mindspace,Joint Venture,Hyderabad,IN,78.38,17.45
Punjabi Bagh,Joint Venture,Delhi,IN,77.13,28.67
T3 Domestic Arrivals,Joint Venture,Delhi,IN,77.12,28.57
HUDA Metro Station,Joint Venture,Gurgaon,IN,77.07,28.46
R K Puram,Joint Venture,New Delhi,IN,77.17,28.57
Indira Gandhi International Airport,Joint Venture,New Delhi,IN,77.12,28.56
Subhash Nagar,Joint Venture,New Delhi,IN,77.11,28.64
Vasant Kunj - Ambience Mall,Joint Venture,New Delhi,IN,77.16,28.54
Saket,Joint Venture,New Delhi,IN,77.22,28.53
Nehru Place,Joint Venture,New Delhi,IN,77.25,28.55
Connaught Place - A Block,Joint Venture,New Delhi,IN,77.22,28.63
Connaught Place - N Block,Joint Venture,New Delhi,IN,77.22,28.63
Vasant Kunj - DLF Promenade,Joint Venture,New Delhi,IN,77.16,28.54
Pitampura,Joint Venture,New Delhi,IN,77.15,28.69
Greater Kailash 1,Joint Venture,New Delhi,IN,77.24,28.55
Indira Gandhi Itnl Arpt-T3Gate15,Joint Venture,New Delhi,IN,77.1,28.56
Indira Gandhi Itnl Arpt-T3Gate27,Joint Venture,New Delhi,IN,77.1,28.56
Hauz Khas,Joint Venture,New Delhi,IN,77.19,28.55
Greater Kailash 2,Joint Venture,New Delhi,IN,77.24,28.53
M G Road,Joint Venture,Gurgaon,IN,77.08,28.48
Sector 29,Joint Venture,Gurgaon,IN,77.06,28.47
One Horizon Center,Joint Venture,Gurgaon,IN,77.09,28.48
DLF Cyber Hub,Joint Venture,Gurgaon,IN,77.09,28.5
Ambience Island,Joint Venture,Gurgaon,IN,77.1,28.5
Sohna Road -,Joint Venture,Gurgaon,IN,77.05,28.41
Malleswaram - Orion Mall,Joint Venture,Bangalore,IN,77.56,13.01
JP Nagar,Joint Venture,Bangalore,IN,77.59,12.91
Mahadevapura,Joint Venture,Bangalore,IN,77.7,13
Koramangala,Joint Venture,Bangalore,IN,77.61,12.94
Indiranagar,Joint Venture,Bangalore,IN,77.64,12.97
Malleswaram - Mantri Mall,Joint Venture,Bangalore,IN,77.57,12.99
Sadashiv Nagar,Joint Venture,Bangalore,IN,77.58,13.01
Whitefield,Joint Venture,Bangalore,IN,77.73,12.99
Benniganahalli,Joint Venture,Bangalore,IN,77.66,12.99
Church Street,Joint Venture,Bangalore,IN,77.61,12.97
Prabhadevi,Joint Venture,Mumbai,IN,72.82,19.01
Malad West - Infiniti Mall,Joint Venture,Mumbai,IN,72.83,19.18
Santacruz West,Joint Venture,Mumbai,IN,72.83,19.08
Nariman Point,Joint Venture,Mumbai,IN,72.82,18.93
Andheri West - Four Bunglows,Joint Venture,Mumbai,IN,72.82,19.13
Fort,Joint Venture,Mumbai,IN,72.83,18.93
Bandra West - Chapel road,Joint Venture,Mumbai,IN,72.83,19.05
Andheri West - Infiniti Mall,Joint Venture,Mumbai,IN,72.83,19.14
Ghatkopar West,Joint Venture,Mumbai,IN,72.92,19.1
Thane West - Viviana Mall,Joint Venture,Mumbai,IN,72.97,19.21
Elphinstone Road (West),Joint Venture,Mumbai,IN,72.84,19.01
Chhatrapati Shivaji Intnl-T2Arrival,Joint Venture,Mumbai,IN,72.87,19.1
Bandra East - One BKC,Joint Venture,Mumbai,IN,72.85,19.06
Thane West - Korum Mall,Joint Venture,Mumbai,IN,72.97,19.2
Vikhroli East,Joint Venture,Mumbai,IN,72.92,19.09
Lower Parel - High Street Phoenix,Joint Venture,Mumbai,IN,72.82,19
Lower Parel - Marathon Futurex,Joint Venture,Mumbai,IN,72.83,19
Bandra West - Link corner,Joint Venture,Mumbai,IN,72.83,19.07
Vile Parle West,Joint Venture,Mumbai,IN,72.83,19.11
Chhatrapati Shivaji International A,Joint Venture,Mumbai,IN,72.88,19.1
Bandra East - FIFC,Joint Venture,Mumbai,IN,72.87,19.07
Colaba,Joint Venture,Mumbai,IN,72.83,18.92
Kurla West,Joint Venture,Mumbai,IN,72.89,19.09
Malad West - Inorbit Mall,Joint Venture,Mumbai,IN,72.84,19.17
Bandra East - The Capital,Joint Venture,Mumbai,IN,72.86,19.06
Powai,Joint Venture,Mumbai,IN,72.91,19.12
Goregaon East- Nirlon KnowledgePark,Joint Venture,Mumbai,IN,72.85,19.16
Goregaon East - Oberoi Mall,Joint Venture,Mumbai,IN,72.86,19.17
Chhatrapati Shivaji DomesticAirport,Joint Venture,Mumbai,IN,72.86,19.09
Juhu,Joint Venture,Mumbai,IN,72.83,19.1
Kandivali West,Joint Venture,Mumbai,IN,72.84,19.21
Girgaon Chowpatty,Joint Venture,Mumbai,IN,72.81,18.96
Vashi,Joint Venture,Navi Mumbai,IN,73,19.07
Kamla Nagar,Joint Venture,New Delhi,IN,77.2,28.68
Viman Nagar,Joint Venture,Pune,IN,73.92,18.56
Sangam Solitaire,Joint Venture,Pune,IN,73.82,18.5
Aundh,Joint Venture,Pune,IN,73.81,18.56
Magarpatta,Joint Venture,Pune,IN,73.93,18.52
Koregaon Park,Joint Venture,Pune,IN,73.89,18.54
Kharadi,Joint Venture,Pune,IN,73.95,18.55
Hadapsar,Joint Venture,Pune,IN,73.94,18.52
FC Road,Joint Venture,Pune,IN,73.84,18.52
Numgambakkam,Joint Venture,Chennai,IN,80.25,13.06
Royapettah,Joint Venture,Chennai,IN,80.26,13.06
Anna Nagar,Joint Venture,Chennai,IN,80.21,13.09
Velachery,Joint Venture,Chennai,IN,80.22,12.99
Alwarpet,Joint Venture,Chennai,IN,80.25,13.03
Sector 16,Joint Venture,Noida,IN,77.33,28.57
Abdali boulevard,Licensed,Amman,JO,35.91,31.96
Queen Alia Airport North Pier,Licensed,Amman,JO,35.59,31.43
Queen Alia Airport Air Side,Licensed,Amman,JO,35.6,31.43
Queen Alia Airport Land Side,Licensed,Amman,JO,35.6,31.43
Jordan University,Licensed,Amman,JO,35.78,32.04
Galleria Mall 2,Licensed,Amman,JO,35.95,31.96
Queen Alia Airport South Pier,Licensed,Amman,JO,35.59,31.43
Total Gas Station,Licensed,Amman,JO,35.95,31.96
Al Taj mall,Licensed,Amman,JO,35.92,32.04
مجمع مكة,Licensed,عمان,JO,35.84,31.98
عبدون,Licensed,عمان,JO,35.89,31.94
سلطان مول,Licensed,عمان,JO,35.87,31.95
جيت وى,Licensed,عمان,JO,35.86,31.96
عمان سيتى مول,Licensed,عمان,JO,35.84,31.98
الدوار السابع,Licensed,عمان,JO,35.85,31.97
تمليك,Licensed,عمان,JO,35.89,31.97
Irbid City Center,Licensed,Irbid,JO,35.87,32.58
AEON MALL Asahikawa Eki-mae,Joint Venture,Asahikawa,JP,142.36,43.76
Asahikawa Medical College Hospital,Joint Venture,Asahikawa,JP,142.38,43.73
Asahikawa Toko,Company Owned,Asahikawa,JP,142.41,43.74
AEON MALL Asahikawa-nishi,Joint Venture,Asahikawa,JP,142.32,43.79
New Chitose Airport,Joint Venture,Chitose,JP,141.68,42.79
Hakodate TSUTAYA BOOKS,Licensed,Hakodate,JP,140.74,41.83
Hakodate Bayside,Joint Venture,Hakodate,JP,140.72,41.77
Kitahiroshima Omagari,Joint Venture,Kitahiroshima,JP,141.47,42.97
Obihiro Shirakaba-dori,Company Owned,Obihiro,JP,143.14,42.92
Obihiro Inada,Joint Venture,Obihiro,JP,143.2,42.89
Sapporo Kitano,Company Owned,Sapporo,JP,141.45,43.02
AEON Sapporo Soen,Joint Venture,Sapporo,JP,141.33,43.07
TSUTAYA SAPPORO KOTONI,Licensed,Sapporo,JP,141.3,43.08
Sapporo Misono,Joint Venture,Sapporo,JP,141.39,43.04
Sapporo PARCO,Joint Venture,Sapporo,JP,141.35,43.06
SAPPORO STELLAR PLACE EAST 2F,Joint Venture,Sapporo,JP,141.35,43.07
AEON MALL Sapporo Hiraoka,Joint Venture,Sapporo,JP,141.46,43
AEON MALL Sapporo Naebo,Joint Venture,Sapporo,JP,141.4,43.08
SAPPORO STELLAR PLACE CENTER 1F,Joint Venture,Sapporo,JP,141.35,43.07
Sapporo PASEO,Joint Venture,Sapporo,JP,141.35,43.07
Sapporo Grand Hotel,Joint Venture,Sapporo,JP,141.35,43.06
AEON MALL Sapporo Hassamu,Joint Venture,Sapporo,JP,141.28,43.1
Susukino Ito Yokado,Joint Venture,Sapporo,JP,141.35,43.06
Sapporo Nishimachi,Joint Venture,Sapporo,JP,141.29,43.08
Sapporo Maruyama,Joint Venture,Sapporo,JP,141.32,43.05
Ario Sapporo,Joint Venture,Sapporo,JP,141.37,43.07
Sapporo Medical University Hospital,Joint Venture,Sapporo,JP,141.33,43.06
Sapporo Minami-ichijo,Joint Venture,Sapporo,JP,141.35,43.06
Sapporo Asahigaoka,Company Owned,Sapporo,JP,141.33,43.05
Sapporo Miyagaoka,Joint Venture,Sapporo,JP,141.31,43.06
Sapporo Ishiyama,Joint Venture,Sapporo,JP,141.31,42.96
Sapporo Kanjo-dori Higashi,Joint Venture,Sapporo,JP,141.38,43.08
Sapporo Kinokuniya Book Store,Joint Venture,Sapporo,JP,141.35,43.07
AEON MALL Tomakomai,Joint Venture,Tomakomai,JP,141.64,42.66
Aomori Nishi Bypass,Company Owned,Aomori,JP,140.7,40.83
Aomorichuo,Joint Venture,Aomori,JP,140.74,40.8
Aomori LOVINA,Joint Venture,Aomori,JP,140.73,40.83
Aomori ELM,Joint Venture,Goshogawara,JP,140.45,40.8
Hachinohe Shiroshita,Joint Venture,Hachinohe,JP,141.49,40.52
Hachinohe Tamukai,Joint Venture,Hachinohe,JP,141.51,40.49
Hirosaki Koen-mae,Joint Venture,Hirosaki,JP,140.46,40.6
AEON MALL Shimoda,Company Owned,Oirasecho,JP,141.42,40.6
Kitakami,Company Owned,Iwate,JP,141.1,39.29
Morioka Nishi Bypass,Joint Venture,Morioka,JP,141.13,39.67
AEON MALL Morioka-minami,Joint Venture,Morioka,JP,141.13,39.68
Morioka Saien,Joint Venture,Morioka,JP,141.15,39.7
Morioka Fesan,Company Owned,Morioka,JP,141.14,39.7
AEON MALL Morioka,Joint Venture,Morioka,JP,141.1,39.71
AEON MALL Ishinomaki,Joint Venture,Ishinomaki,JP,141.27,38.45
AEON MALL Natori,Joint Venture,Mori,JP,140.9,38.16
S-PAL Sendai East Building,Company Owned,Sendai,JP,140.88,38.26
TSUTAYA Higashisendai,Licensed,Sendai,JP,140.91,38.28
Sendai Eki Higashiguchi,Joint Venture,Sendai,JP,140.89,38.26
THE MALL Sendai Nagamachi Part 2,Joint Venture,Sendai,JP,140.88,38.23
S-PAL Sendai Main Building,Joint Venture,Sendai,JP,140.88,38.26
Sendai PARCO,Joint Venture,Sendai,JP,140.88,38.26
Sendai AER,Joint Venture,Sendai,JP,140.88,38.26
TSUTAYA Sendaiarai,Licensed,Sendai,JP,140.93,38.24
Izumichuo SELVA,Joint Venture,Sendai,JP,140.88,38.32
Sendai CLIS Road,Joint Venture,Sendai,JP,140.88,38.26
Sendai FORUS,Joint Venture,Sendai,JP,140.87,38.26
Sendai IZUMI PARK TOWN Tapio,Joint Venture,Sendai,JP,140.84,38.34
Hotel Grand Terrace Sendai Kokubunc,Joint Venture,Sendai,JP,140.87,38.26
TSUTAYA BOOKS Tagajo Minicipal Libr,Licensed,Tagajo,JP,141.01,38.29
Sendai Onoda,Joint Venture,Taihaku-ku,JP,140.88,38.21
AEON MALL Tomiya,Joint Venture,Tomiya-machi,JP,140.88,38.36
Akita Higashi-dori,Joint Venture,Akita,JP,140.14,39.71
Akita University Hospital,Joint Venture,Akita,JP,140.15,39.73
Akita ALS,Joint Venture,Akita,JP,140.13,39.72
AEON MALL Akita,Joint Venture,Akita,JP,140.16,39.66
AEON MALL Omagari,Joint Venture,Daisen,JP,140.51,39.44
Sakata Mizuho,Joint Venture,Sakata,JP,139.85,38.9
AEON MALLTendo,Joint Venture,Tendo,JP,140.36,38.34
Yamagata Hakusan,Company Owned,Yamagata,JP,140.32,38.23
Yamagata Mamigasaki,Joint Venture,Yamagata,JP,140.33,38.28
Yamagata Prefectural Central Hospit,Joint Venture,Yamagata,JP,140.35,38.3
Yamagata S-PAL,Joint Venture,Yamagata,JP,140.33,38.25
Fukushima Medical University Hospit,Joint Venture,Fukushima,JP,140.47,37.69
Fukushima S-PAL,Joint Venture,Fukushima,JP,140.46,37.75
ALPINE Iwaki Head Quarter,Licensed,Iwaki,JP,140.85,37.08
Iwaki Kashima-kaido,Company Owned,Iwaki,JP,140.9,37.02
Koriyama MOLTI,Joint Venture,Koriyama,JP,140.39,37.4
Koriyama Cosmos-dori,Joint Venture,Koriyama,JP,140.33,37.4
Koriyama Asaka,Joint Venture,Koriyama,JP,140.37,37.37
Koriyama Eki,Joint Venture,Koriyama,JP,140.39,37.4
Hitachi-taga,Joint Venture,Hitachi,JP,140.63,36.56
Hitachi General Hospital,Joint Venture,Hitachi,JP,140.64,36.59
Hitachinaka Saikochi,Company Owned,Hitachinaka,JP,140.53,36.41
Hitachinaka,Joint Venture,Hitachinaka,JP,140.58,36.4
Kamisu,Joint Venture,Kamisu,JP,140.64,35.92
Tomobe Service Area Up Lane,Joint Venture,Kasama,JP,140.34,36.31
Tomobe Service Area Down Lane,Joint Venture,Kasama,JP,140.34,36.31
Mito EXCEL,Joint Venture,Mito,JP,140.48,36.37
Mito Akatsuka,Joint Venture,Mito,JP,140.42,36.38
AEON MALL Mito-uchihara,Joint Venture,Mito,JP,140.36,36.37
Mito Ekinanchuo-dori,Joint Venture,Mito,JP,140.47,36.36
Mito EXCEL 5F,Joint Venture,Mito,JP,140.48,36.37
Mito Kencho-mae,Joint Venture,Mito,JP,140.45,36.34
SEIYU Rakuichi Moriya,Joint Venture,Moriya,JP,140,35.94
Moriya Service Area Up Lane,Joint Venture,Moriya,JP,139.97,35.94
Moriya Service Area,Joint Venture,Moriya,JP,139.97,35.94
Ryugasaki,Joint Venture,Ryugasaki,JP,140.17,35.93
AEON MALL Shimotsuma,Joint Venture,Shimotsuma,JP,139.99,36.19
Toride Box Hill,Joint Venture,Toride,JP,140.06,35.9
AEON MALL Tsuchiura,Joint Venture,Tsuchiura,JP,140.18,36.08
Tsuchiura,Joint Venture,Tsuchiura,JP,140.21,36.09
University of Tsukuba Central Libra,Joint Venture,Tsukuba,JP,140.1,36.11
Tsukuba,Joint Venture,Tsukuba,JP,140.13,36.05
Tsukuba Q't,Joint Venture,Tsukuba,JP,140.11,36.08
Tsukuba Eki,Joint Venture,Tsukuba,JP,140.11,36.08
AEON MALL Tsukuba,Joint Venture,Tsukuba,JP,140.13,36.03
Tsukuba University Hospital,Joint Venture,Tsukuba,JP,140.1,36.09
iias TSUKUBA,Joint Venture,Tsukuba,JP,140.08,36.09
Tsukuba Kenkyugakuen,Joint Venture,Tsukuba,JP,140.09,36.07
Hitachino Ushiku,Joint Venture,Ushiku,JP,140.16,36.01
Kanuma,Joint Venture,Kanuma,JP,139.77,36.55
Dokkyo Medical University Hospital,Joint Venture,Mibu-machi,JP,139.83,36.47
Moka,Company Owned,Mouka,JP,139.99,36.44
Oyamayuen Harvest Walk,Joint Venture,Oyama,JP,139.81,36.33
Oyama,Joint Venture,Oyama,JP,139.81,36.3
SANO PREMIUM OUTLETS Play Ground,Joint Venture,Sano,JP,139.61,36.29
AEON MALL Sanoshintoshi,Joint Venture,Sano,JP,139.61,36.3
Jichi Medical University Hospital,Joint Venture,Shimotsuke,JP,139.86,36.4
VAL Oyama,Joint Venture,Tochigi,JP,139.81,36.32
SANO PREMIUM OUTLETS,Joint Venture,Tochigi,JP,139.6,36.29
Utsunomiya Kamitomatsuri,Joint Venture,Utsunomi,JP,139.87,36.59
Utsunomiya Yuinomori,Joint Venture,Utsunomiya,JP,139.99,36.57
FKD Utsunomiya Inter Park,Joint Venture,Utsunomiya,JP,139.91,36.49
Utsunomiya PARCO,Joint Venture,Utsunomiya,JP,139.89,36.56
Utsunomiya PASEO,Joint Venture,Utsunomiya,JP,139.9,36.56
Utsunomiya Joto,Joint Venture,Utsunomiya,JP,139.91,36.55
Utsunomiya Inter Park STAGE,Joint Venture,Utsunomiya,JP,139.91,36.49
Utsunomiya Ito Yokado,Joint Venture,Utsunomiya,JP,139.93,36.56
Utsunomiya Fukudaya,Joint Venture,Utsunomiya,JP,139.9,36.57
Yokokawa Service Area (Up Lane),Joint Venture,Annaka,JP,138.74,36.34
Beisia Seibu Mall,Joint Venture,Isesaki,JP,139.16,36.33
Isesaki SMARK,Joint Venture,Isesaki,JP,139.24,36.34
POWER MALL Maebashi-minami,Joint Venture,Maebashi,JP,139.1,36.33
Keyaki Walk Maebashi,Joint Venture,Maebashi,JP,139.08,36.38
Ota Nishiyajimacho,Company Owned,Ota,JP,139.38,36.27
AEON MALL Ota,Joint Venture,Ota,JP,139.4,36.29
Takasaki Kaizawa,Joint Venture,Takasaki,JP,139.03,36.34
AEON MALL Takasaki,Joint Venture,Takasaki,JP,139.01,36.39
Takasaki Station Bldg. Montres,Joint Venture,Takasaki,JP,139.01,36.32
E'site Takasaki,Joint Venture,Takasaki,JP,139.01,36.32
Takasaki Kaminakai,Joint Venture,Takasaki,JP,139.03,36.32
CAINZ HOME Maebashi Yoshioka,Joint Venture,Yoshioka-machi,JP,139.03,36.42
Omiya MARUI,Joint Venture,330-9501,JP,139.62,35.91
Ageo Futatsumiya,Licensed,Ageo,JP,139.6,35.98
Asaka Eki-mae,Joint Venture,Asaka,JP,139.6,35.8
LaLaport FUJIMI,Joint Venture,Fujimi,JP,139.55,35.86
Fujimino,Joint Venture,Fujinimo,JP,139.52,35.86
Hanno PePe,Joint Venture,Hanno,JP,139.32,35.85
AEON MALL Hanyu,Joint Venture,Hanyu,JP,139.54,36.14
Hanyu Parking Area Down Lane,Joint Venture,Hanyu,JP,139.59,36.18
Hasuda Service Area Up Lane,Joint Venture,Hasuda,JP,139.67,36
Saitama Medical Univ. Medical Cente,Joint Venture,Hidaka,JP,139.32,35.92
PEONY WALK Higashimatsuyama,Joint Venture,Higashimatsuyama,JP,139.41,36.01
AEON Iruma,Joint Venture,Iruma,JP,139.4,35.82
Kamisato Service Area (Down Lane),Joint Venture,Kamisato-machi,JP,139.12,36.25
Kamisato Service Area (Up Lane),Joint Venture,Kamisato-machi,JP,139.12,36.26
AEON MALL Kasukabe,Joint Venture,Kasukabe,JP,139.79,35.99
LaLagarden Kasukabe,Joint Venture,Kasukabe,JP,139.76,35.98
Seibu Hon-kawagoe Eki,Joint Venture,Kawagoe,JP,139.48,35.91
LUMINE Kawagoe,Joint Venture,Kawagoe,JP,139.48,35.91
LaLagarden KAWAGUCHI,Joint Venture,Kawaguchi,JP,139.7,35.81
AEON MALL Kawaguchimaekawa,Joint Venture,Kawaguchi,JP,139.71,35.83
Kawaguchi,Joint Venture,Kawaguchi,JP,139.72,35.8
CAINZ SUPER MALL Kawajima,Joint Venture,Kawajima-machi,JP,139.47,35.98
Tobu Shin-koshigaya Eki,Joint Venture,Koshigaya,JP,139.79,35.88
Koshigaya AEON Lake Town kaze,Joint Venture,Koshigaya,JP,139.82,35.88
Koshigaya AEON Lake Town mori Garde,Joint Venture,Koshigaya,JP,139.83,35.88
Dokkyo Medical Univ. Koshigaya Hosp,Joint Venture,Koshigaya,JP,139.79,35.88
Koshigaya AEON Lake Town mori 3F,Joint Venture,Koshigaya,JP,139.83,35.88
Koshigaya AEON Lake Town mori 1F,Joint Venture,Koshigaya,JP,139.83,35.88
Koshigaya Lake Town Outlet,Joint Venture,Koshigaya,JP,139.83,35.88
Mallage Shobu,Joint Venture,Kuki,JP,139.61,36.08
Tobu Kuki Eki,Joint Venture,Kuki,JP,139.68,36.07
AZ Kumagaya,Joint Venture,Kumagaya,JP,139.39,36.14
Misato Ito Yokado,Joint Venture,Misato,JP,139.85,35.84
Miyoshi Parking Area - Down Lane,Joint Venture,Miyoshi-machi,JP,139.5,35.84
Namegawa Shinrin Mall,Joint Venture,Namegawamachi,JP,139.37,36.06
Shiki Eki-mae,Joint Venture,Niiza,JP,139.57,35.82
Omiya Miyahara Stellar Town,Joint Venture,Saitama,JP,139.62,35.93
LUMINE Omiya,Joint Venture,Saitama,JP,139.62,35.91
COCOON CITY Saitama Shin-toshin,Joint Venture,Saitama,JP,139.63,35.9
Omiya Nishiguchi,Joint Venture,Saitama,JP,139.62,35.91
Urawa Bessho,Joint Venture,Saitama,JP,139.65,35.85
AEON MALL Urawa Misono,Joint Venture,Saitama,JP,139.73,35.89
Urawa PARCO,Joint Venture,Saitama,JP,139.66,35.86
AEON MALL Yono,Joint Venture,Saitama,JP,139.61,35.89
Kitaurawa Eki-mae,Joint Venture,Saitama,JP,139.65,35.87
Musashi-urawa BEANS,Joint Venture,Saitama,JP,139.65,35.85
Urawa TSUTAYA BOOKS,Licensed,Saitama,JP,139.66,35.86
Saitama Shintoshin Relocate,Company Owned,Saitama,JP,139.63,35.89
TSUTAYA Sakado Yahata,Company Owned,Sakado,JP,139.4,35.96
Soka VARIE,Joint Venture,Soka,JP,139.8,35.83
BEANS Todakoen,Joint Venture,Toda,JP,139.68,35.81
AEON MALL Kitatoda,Joint Venture,Toda,JP,139.65,35.83
Tokorozawa Kotesashi Bypass,Company Owned,Tokorozawa,JP,139.43,35.8
Tokorozawa Keyakidai,Joint Venture,Tokorozawa,JP,139.46,35.8
Shintokorozawa PARCO,Joint Venture,Tokorozawa,JP,139.45,35.81
Tokorozawa Station Bldg,Joint Venture,Tokorozawa,JP,139.47,35.79
CAINZ HOME Tsurugashima,Joint Venture,Tsurugashima,JP,139.39,35.93
Warabi Ito Yokado Nishikicho,Joint Venture,Warabi,JP,139.68,35.82
Chiba Cancer Center,Joint Venture,Chiba,JP,140.16,35.58
Ario Soga,Joint Venture,Chiba,JP,140.12,35.59
AEON MALL Makuharishintoshin Grand,Joint Venture,Chiba,JP,140.03,35.65
Chiba Wakamatsu,Joint Venture,Chiba,JP,140.17,35.64
Chiba-chuo Eki,Joint Venture,Chiba,JP,140.12,35.61
AEON Makuhari,Joint Venture,Chiba,JP,140.04,35.65
